Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopZScore
6466,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.2,6.4
6567,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.2,6.5
6668,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.2,6.6
6769,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.2,6.7
6870,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.2,6.8
6971,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.2,6.9
7072,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.2,7
7173,-0.48,-5460.93,-606.77,0.41987,-0.69963,-0.48094,0,46.81,9,0.2,7.1
7274,-0.48,-5460.93,-606.77,0.41987,-0.69963,-0.48094,0,46.81,9,0.2,7.2
7375,-0.48,-5460.93,-606.77,0.41987,-0.69963,-0.48094,0,46.81,9,0.2,7.3
7476,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,7.4
7577,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,7.5
7678,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,7.6
7779,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,7.7
7880,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,7.8
7981,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,7.9
8082,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8
8183,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8.1
8284,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8.2
8385,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8.3
8486,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8.4
8587,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8.5
8688,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8.6
8789,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8.7
8890,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8.8
8991,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,8.9
9092,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9
9193,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9.1
9294,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9.2
9395,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9.3
9496,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9.4
9597,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9.5
9698,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9.6
9799,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9.7
9900,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9.8
10001,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,9.9
10102,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.2,10
3,-1.95,-3167.99,-158.3995,0.49992,-0.56978,-1.95398,0,37.07,20,0.3,0
104,-1.95,-3167.99,-158.3995,0.49992,-0.56978,-1.95398,0,37.07,20,0.3,0.1
205,-1.95,-3167.99,-158.3995,0.49992,-0.56978,-1.95398,0,37.07,20,0.3,0.2
306,-1.95,-3167.99,-158.3995,0.49992,-0.56978,-1.95398,0,37.07,20,0.3,0.3
407,-2.75,-3520.32,-103.53882,0.34162,-0.76704,-2.7472,0,30.6,34,0.3,0.4
508,-0.92,-3013.63,-177.27235,0.50838,-0.56855,-0.91949,0,35.34,17,0.3,0.5
609,-0.54,-2282.65,-152.17667,0.58794,-0.48066,-0.54386,0,31.66,15,0.3,0.6
710,-0.54,-2254.54,-150.30267,0.59094,-0.47722,-0.53714,0,31.5,15,0.3,0.7
811,-0.82,-2405.9,-133.66111,0.60292,-0.49495,-0.81709,0,32.41,18,0.3,0.8
912,-1.07,-2450.02,-136.11222,0.59849,-0.49965,-1.07081,0,32.69,18,0.3,0.9
1013,-0.75,-2210.73,-122.81833,0.61435,-0.47204,-0.75339,0,31.22,18,0.3,1
1114,-0.37,-2161.83,-166.29462,0.61706,-0.46548,-0.36823,0,30.96,13,0.3,1.1
1215,-0.47,-2115.81,-162.75462,0.62213,-0.46001,-0.4654,0,30.66,13,0.3,1.2
1316,-0.46,-2103.65,-161.81923,0.62348,-0.45858,-0.46297,0,30.58,13,0.3,1.3
1417,-0.46,-2108.65,-162.20385,0.62292,-0.45917,-0.46395,0,30.62,13,0.3,1.4
1518,-0.46,-2108.65,-162.20385,0.62292,-0.45917,-0.46395,0,30.62,13,0.3,1.5
1619,-0.22,-1517.3,-126.44167,0.70713,-0.37473,-0.21553,0,26.99,12,0.3,1.6
1720,-0.22,-1520.02,-126.66833,0.70676,-0.37515,-0.21585,0,27.01,12,0.3,1.7
1821,-0.78,-1856.85,-88.42143,0.72479,-0.42571,-0.78085,0,29.08,21,0.3,1.8
1922,-0.22,-1531.81,-127.65083,0.70516,-0.37696,-0.21741,0,27.09,12,0.3,1.9
2023,-0.21,-1499.81,-124.98417,0.70953,-0.37202,-0.21314,0,26.88,12,0.3,2
2124,-0.22,-1517.1,-126.425,0.70716,-0.3747,-0.2154,0,26.99,12,0.3,2.1
2225,-0.2,-1776.97,-161.54273,0.66716,-0.41524,-0.20482,0,28.53,11,0.3,2.2
2326,-0.24,-1708.79,-142.39917,0.67883,-0.40442,-0.2418,0,28.17,12,0.3,2.3
2427,-3,-3938.43,-67.90397,0.70236,-0.72641,-3.00103,0,35.11,58,0.3,2.4
2528,-2.5,-3410.89,-45.47853,0.75984,-0.65405,-2.49658,0,33.22,75,0.3,2.5
2629,-0.96,-1900.65,-61.31129,0.79861,-0.43354,-0.96074,0,29.23,31,0.3,2.6
2730,-2.08,-4522.04,-92.28653,0.76978,-0.29176,-2.08014,0,65.03,49,0.3,2.7
2831,-1.58,-2714.47,-31.56361,0.92115,-0.1928,-1.57802,0,56.74,86,0.3,2.8
2932,-0.95,-2072.73,-60.96265,0.8869,-0.42581,-0.95095,0,31.79,34,0.3,2.9
3033,-0.43,-1021.57,-25.53925,0.95272,-0.08867,-0.42913,0,50.76,40,0.3,3
3134,-5,-11324.98,-276.21902,0.54226,-0.59693,-5,0,83.77,41,0.3,3.1
3235,-1.6,-3255.81,-60.29278,0.86928,-0.26145,-1.60052,0,54.99,54,0.3,3.2
3336,-1.38,-3861.84,-257.456,0.58189,-0.76664,-1.37517,0,33.34,15,0.3,3.3
3437,-4.51,-11910.69,-916.20692,0.11539,-1,-4.50579,0,79.4,13,0.3,3.4
3538,-4.51,-11910.69,-916.20692,0.11539,-1,-4.50579,0,79.4,13,0.3,3.5
3639,-1.95,-4134.65,-229.70278,0.55474,-0.68391,-1.94772,0,40.3,18,0.3,3.6
3740,-1.88,-4000.55,-222.25278,0.56556,-0.67027,-1.87921,0,39.79,18,0.3,3.7
3841,-1.88,-4000.55,-222.25278,0.56556,-0.67027,-1.87921,0,39.79,18,0.3,3.8
3942,-1.88,-4000.55,-222.25278,0.56556,-0.67027,-1.87921,0,39.79,18,0.3,3.9
4043,-1.88,-4000.55,-222.25278,0.56556,-0.67027,-1.87921,0,39.79,18,0.3,4
4144,-2.45,-3572.17,-198.45389,0.59999,-0.60299,-2.45409,0,39.49,18,0.3,4.1
4245,-2.39,-4203.7,-168.148,0.64154,-0.70902,-2.38503,0,39.53,25,0.3,4.2
4346,-2.39,-4203.7,-168.148,0.64154,-0.70902,-2.38503,0,39.53,25,0.3,4.3
4447,-2.39,-4203.7,-168.148,0.64154,-0.70902,-2.38503,0,39.53,25,0.3,4.4
4548,-2.67,-4424.63,-142.73,0.63617,-0.74001,-2.67348,0,39.86,31,0.3,4.5
4649,-0.66,-2957.11,-211.22214,0.69726,-0.49301,-0.65768,0,39.99,14,0.3,4.6
4750,-1.46,-3004.84,-150.242,0.58273,-0.45277,-1.45839,0,44.24,20,0.3,4.7
4851,-1.46,-3004.84,-150.242,0.58273,-0.45277,-1.45839,0,44.24,20,0.3,4.8
4952,-1.46,-3004.84,-150.242,0.58273,-0.45277,-1.45839,0,44.24,20,0.3,4.9
5053,-1.46,-3004.84,-150.242,0.58273,-0.45277,-1.45839,0,44.24,20,0.3,5
5154,-1.46,-3004.84,-150.242,0.58273,-0.45277,-1.45839,0,44.24,20,0.3,5.1
5255,-0.52,-2996.3,-249.69167,0.70311,-0.46157,-0.51556,0,42.26,12,0.3,5.2
5356,-4.12,-8016.87,-421.94053,0.42884,-0.84558,-4.11596,0,61.5,19,0.3,5.3
5457,-4.12,-8016.87,-421.94053,0.42884,-0.84558,-4.11596,0,61.5,19,0.3,5.4
5558,-4.12,-8016.87,-421.94053,0.42884,-0.84558,-4.11596,0,61.5,19,0.3,5.5
5659,-1.88,-5594.01,-372.934,0.48129,-0.75731,-1.87752,0,45.44,15,0.3,5.6
5760,-1.91,-5635.96,-375.73067,0.4865,-0.75305,-1.91029,0,45.88,15,0.3,5.7
5861,-1.91,-5635.96,-375.73067,0.4865,-0.75305,-1.91029,0,45.88,15,0.3,5.8
5962,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,5.9
6063,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6
6164,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6.1
6265,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6.2
6366,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6.3
6467,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6.4
6568,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6.5
6669,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6.6
6770,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6.7
6871,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6.8
6972,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,6.9
7073,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,7
7174,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.3,7.1
7275,-0.48,-5460.93,-606.77,0.41987,-0.69963,-0.48094,0,46.81,9,0.3,7.2
7376,-0.48,-5460.93,-606.77,0.41987,-0.69963,-0.48094,0,46.81,9,0.3,7.3
7477,-0.48,-5460.93,-606.77,0.41987,-0.69963,-0.48094,0,46.81,9,0.3,7.4
7578,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,7.5
7679,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,7.6
7780,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,7.7
7881,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,7.8
7982,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,7.9
8083,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8
8184,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8.1
8285,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8.2
8386,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8.3
8487,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8.4
8588,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8.5
8689,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8.6
8790,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8.7
8891,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8.8
8992,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,8.9
9093,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9
9194,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9.1
9295,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9.2
9396,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9.3
9497,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9.4
9598,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9.5
9699,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9.6
9800,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9.7
9901,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9.8
10002,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,9.9
10103,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.3,10
4,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.4,0
105,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.4,0.1
206,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.4,0.2
307,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.4,0.3
408,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.4,0.4
509,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.4,0.5
610,-1.56,-3033.53,-60.6706,0.65329,-0.55923,-1.56342,0,36.16,50,0.4,0.6
711,-0.54,-2282.65,-152.17667,0.58794,-0.48066,-0.54386,0,31.66,15,0.4,0.7
812,-0.54,-2254.54,-150.30267,0.59094,-0.47722,-0.53714,0,31.5,15,0.4,0.8
913,-0.82,-2405.9,-133.66111,0.60292,-0.49495,-0.81709,0,32.41,18,0.4,0.9
1014,-1.07,-2450.02,-136.11222,0.59849,-0.49965,-1.07081,0,32.69,18,0.4,1
1115,-0.75,-2210.73,-122.81833,0.61435,-0.47204,-0.75339,0,31.22,18,0.4,1.1
1216,-0.37,-2161.83,-166.29462,0.61706,-0.46548,-0.36823,0,30.96,13,0.4,1.2
1317,-0.47,-2115.81,-162.75462,0.62213,-0.46001,-0.4654,0,30.66,13,0.4,1.3
1418,-0.46,-2103.65,-161.81923,0.62348,-0.45858,-0.46297,0,30.58,13,0.4,1.4
1519,-0.46,-2108.65,-162.20385,0.62292,-0.45917,-0.46395,0,30.62,13,0.4,1.5
1620,-0.46,-2108.65,-162.20385,0.62292,-0.45917,-0.46395,0,30.62,13,0.4,1.6
1721,-0.22,-1517.3,-126.44167,0.70713,-0.37473,-0.21553,0,26.99,12,0.4,1.7
1822,-0.22,-1520.02,-126.66833,0.70676,-0.37515,-0.21585,0,27.01,12,0.4,1.8
1923,-0.78,-1856.85,-88.42143,0.72479,-0.42571,-0.78085,0,29.08,21,0.4,1.9
2024,-0.22,-1531.81,-127.65083,0.70516,-0.37696,-0.21741,0,27.09,12,0.4,2
2125,-0.21,-1499.81,-124.98417,0.70953,-0.37202,-0.21314,0,26.88,12,0.4,2.1
2226,-0.22,-1517.1,-126.425,0.70716,-0.3747,-0.2154,0,26.99,12,0.4,2.2
2327,-0.2,-1776.97,-161.54273,0.66716,-0.41524,-0.20482,0,28.53,11,0.4,2.3
2428,-0.24,-1708.79,-142.39917,0.67883,-0.40442,-0.2418,0,28.17,12,0.4,2.4
2529,-2.98,-3915.71,-67.51224,0.70387,-0.72537,-2.98255,0,34.96,58,0.4,2.5
2630,-2.49,-3396.6,-45.288,0.7607,-0.65309,-2.48687,0,33.12,75,0.4,2.6
2731,-0.99,-2160.02,-49.09136,0.82667,-0.1817,-0.98918,0,53.42,44,0.4,2.7
2832,-2.08,-4522.04,-92.28653,0.76978,-0.29176,-2.08014,0,65.03,49,0.4,2.8
2933,-1.58,-2714.47,-31.56361,0.92115,-0.1928,-1.57802,0,56.74,86,0.4,2.9
3034,-0.93,-2031.2,-61.55152,0.88908,-0.4197,-0.92751,0,31.6,33,0.4,3
3135,-0.46,-1093.75,-27.34375,0.94938,-0.09493,-0.46004,0,50.76,40,0.4,3.1
3236,-5,-11324.98,-276.21902,0.54226,-0.59693,-5,0,83.77,41,0.4,3.2
3337,-1.6,-3255.81,-60.29278,0.86928,-0.26145,-1.60052,0,54.99,54,0.4,3.3
3438,-1.38,-3861.84,-257.456,0.58189,-0.76664,-1.37517,0,33.34,15,0.4,3.4
3539,-4.51,-11910.69,-916.20692,0.11539,-1,-4.50579,0,79.4,13,0.4,3.5
3640,-4.51,-11910.69,-916.20692,0.11539,-1,-4.50579,0,79.4,13,0.4,3.6
3741,-1.95,-4134.65,-229.70278,0.55474,-0.68391,-1.94772,0,40.3,18,0.4,3.7
3842,-1.88,-4000.55,-222.25278,0.56556,-0.67027,-1.87921,0,39.79,18,0.4,3.8
3943,-1.88,-4000.55,-222.25278,0.56556,-0.67027,-1.87921,0,39.79,18,0.4,3.9
4044,-1.88,-4000.55,-222.25278,0.56556,-0.67027,-1.87921,0,39.79,18,0.4,4
4145,-1.88,-4000.55,-222.25278,0.56556,-0.67027,-1.87921,0,39.79,18,0.4,4.1
4246,-2.45,-3572.17,-198.45389,0.59999,-0.60299,-2.4539,0,39.49,18,0.4,4.2
4347,-2.39,-4203.7,-168.148,0.64154,-0.70902,-2.38503,0,39.53,25,0.4,4.3
4448,-2.39,-4203.7,-168.148,0.64154,-0.70902,-2.38503,0,39.53,25,0.4,4.4
4549,-2.39,-4203.7,-168.148,0.64154,-0.70902,-2.38503,0,39.53,25,0.4,4.5
4650,-2.73,-4504.3,-145.3,0.62719,-0.75334,-2.72916,0,39.86,31,0.4,4.6
4751,-0.66,-2957.11,-211.22214,0.69726,-0.49301,-0.65768,0,39.99,14,0.4,4.7
4852,-3.7,-6619.08,-315.19429,0.45489,-0.84022,-3.69842,0,52.52,21,0.4,4.8
4953,-3.7,-6619.08,-315.19429,0.45489,-0.84022,-3.69842,0,52.52,21,0.4,4.9
5054,-3.7,-6619.08,-315.19429,0.45489,-0.84022,-3.69842,0,52.52,21,0.4,5
5155,-3.7,-6619.08,-315.19429,0.45489,-0.84022,-3.69842,0,52.52,21,0.4,5.1
5256,-3.7,-6619.08,-315.19429,0.45489,-0.84022,-3.69842,0,52.52,21,0.4,5.2
5357,-0.52,-2996.3,-249.69167,0.70311,-0.46157,-0.51556,0,42.26,12,0.4,5.3
5458,-4.12,-8016.87,-421.94053,0.42884,-0.84558,-4.11596,0,61.5,19,0.4,5.4
5559,-4.12,-8016.87,-421.94053,0.42884,-0.84558,-4.11596,0,61.5,19,0.4,5.5
5660,-4.12,-8016.87,-421.94053,0.42884,-0.84558,-4.11596,0,61.5,19,0.4,5.6
5761,-1.88,-5594.01,-372.934,0.48129,-0.75731,-1.87752,0,45.44,15,0.4,5.7
5862,-1.91,-5635.96,-375.73067,0.4865,-0.75305,-1.91029,0,45.88,15,0.4,5.8
5963,-1.91,-5635.96,-375.73067,0.4865,-0.75305,-1.91029,0,45.88,15,0.4,5.9
6064,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6
6165,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6.1
6266,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6.2
6367,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6.3
6468,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6.4
6569,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6.5
6670,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6.6
6771,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6.7
6872,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6.8
6973,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,6.9
7074,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,7
7175,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,7.1
7276,-0.78,-5594.23,-508.56636,0.43333,-0.71671,-0.77521,0,46.81,11,0.4,7.2
7377,-0.48,-5460.93,-606.77,0.41987,-0.69963,-0.48094,0,46.81,9,0.4,7.3
7478,-0.48,-5460.93,-606.77,0.41987,-0.69963,-0.48094,0,46.81,9,0.4,7.4
7579,-0.48,-5460.93,-606.77,0.41987,-0.69963,-0.48094,0,46.81,9,0.4,7.5
7680,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,7.6
7781,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,7.7
7882,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,7.8
7983,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,7.9
8084,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8
8185,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8.1
8286,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8.2
8387,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8.3
8488,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8.4
8589,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8.5
8690,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8.6
8791,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8.7
8892,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8.8
8993,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,8.9
9094,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9
9195,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9.1
9296,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9.2
9397,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9.3
9498,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9.4
9599,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9.5
9700,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9.6
9801,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9.7
9902,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9.8
10003,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,9.9
10104,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,0.4,10
5,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.5,0
106,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.5,0.1
207,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.5,0.2
308,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.5,0.3
409,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.5,0.4
510,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.5,0.5
611,-1.59,-2973.93,-165.21833,0.51572,-0.55423,-1.59148,0,35.77,18,0.5,0.6
712,-1.56,-3035.45,-60.709,0.65307,-0.55938,-1.56428,0,36.18,50,0.5,0.7
813,-0.54,-2282.65,-152.17667,0.58794,-0.48066,-0.54386,0,31.66,15,0.5,0.8
914,-0.54,-2254.54,-150.30267,0.59094,-0.47722,-0.53714,0,31.5,15,0.5,0.9
1015,-0.82,-2405.9,-133.66111,0.60292,-0.49495,-0.81709,0,32.41,18,0.5,1
1116,-1.07,-2450.02,-136.11222,0.59849,-0.49965,-1.07081,0,32.69,18,0.5,1.1
1217,-0.75,-2210.73,-122.81833,0.61435,-0.47204,-0.75339,0,31.22,18,0.5,1.2
1318,-0.37,-2161.83,-166.29462,0.61706,-0.46548,-0.36823,0,30.96,13,0.5,1.3
1419,-0.47,-2115.81,-162.75462,0.62213,-0.46001,-0.4654,0,30.66,13,0.5,1.4
1520,-0.46,-2103.65,-161.81923,0.62348,-0.45858,-0.46297,0,30.58,13,0.5,1.5
1621,-0.46,-2108.65,-162.20385,0.62292,-0.45917,-0.46395,0,30.62,13,0.5,1.6
1722,-0.46,-2108.65,-162.20385,0.62292,-0.45917,-0.46395,0,30.62,13,0.5,1.7
1823,-0.22,-1517.3,-126.44167,0.70713,-0.37473,-0.21553,0,26.99,12,0.5,1.8
1924,-0.22,-1520.02,-126.66833,0.70676,-0.37515,-0.21585,0,27.01,12,0.5,1.9
2025,-0.78,-1856.85,-88.42143,0.72479,-0.42571,-0.78085,0,29.08,21,0.5,2
2126,-0.22,-1531.81,-127.65083,0.70516,-0.37696,-0.21741,0,27.09,12,0.5,2.1
2227,-0.21,-1499.81,-124.98417,0.70953,-0.37202,-0.21314,0,26.88,12,0.5,2.2
2328,-0.22,-1517.1,-126.425,0.70716,-0.3747,-0.2154,0,26.99,12,0.5,2.3
2429,-0.2,-1776.97,-161.54273,0.66716,-0.41524,-0.20482,0,28.53,11,0.5,2.4
2530,-0.24,-1708.79,-142.39917,0.67883,-0.40442,-0.2418,0,28.17,12,0.5,2.5
2631,-2.99,-3920.51,-67.595,0.70361,-0.72562,-2.98542,0,34.99,58,0.5,2.6
2732,-2.49,-3401.4,-45.352,0.76045,-0.65341,-2.4899,0,33.15,75,0.5,2.7
2833,-0.98,-2150.02,-48.86409,0.82733,-0.18085,-0.98497,0,53.4,44,0.5,2.8
2934,-1.79,-3957.2,-77.59216,0.80011,-0.26377,-1.79098,0,62.94,51,0.5,2.9
